ident_ativo;nm_ativo;eh_fundo_vedado;nm_fundo;cnpj_admin;cnpj_gestor;enquad_sprev;enquad_sprev_pad;atende_art15;TP_FUNDO;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_EXERC;DT_FIM_EXERC;qtd_rpps_investindo;eh_investigado;DT_COMPTC;VL_PATRIM_LIQ;NR_COTST
14386926000171; Caixa Brasil IDKA IPCA 2A Títulos Públicos FI Renda Fixa LP;0;FUNDO DE INVESTIMENTO CAIXA BRASIL IDKA IPCA 2A TITULOS PUBLICOS RENDA FIXA LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 987;0;2020-05-29; 7977728908;   955
14410722000129; BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;0;BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;03384738;03384738;Artigo 8º, Inciso IV, 'b';ART8IVB; 1;F.I.I.;BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-08-23;2011-09-30;NA;EM FUNCIONAMENTO NORMAL;2012-08-23;2019-07-01;2020-06-30;   9;0;NA;NA;NA
14423780000197; KINEA II REAL ESTATE EQUITY FII;0;KINEA II REAL ESTATE EQUITY FII;62418140;08604187;Artigo 8º, Inciso IV, 'b';ART8IVB; 1;F.I.I.;KINEA II REAL ESTATE EQUITY FII;2011-12-07;NA;NA;EM FUNCIONAMENTO NORMAL;2011-12-07;2019-07-01;2020-06-30;   3;0;NA;NA;NA
14437684000106; ITAU RENDA FIXA IMAB5+ FICFI;0;ITAÚ RENDA FIXA IMAB5+ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;60701190;60701190;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   9;0;2020-05-29;   81515297;    36
14476729000143; SAFRA EQUITY PORTIFÓLIO PB FUNDO DE INVESTIMENTO EM COTAS;0;SAFRA EQUITY PORTFOLIO PB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS EM AÇÕES;06947853;03017677;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;  147189199;   246
14491564000189; VOTORANTIM ATUARILA MULTIMERCADO CREDITO PRIVADO FI;0;VOTORANTIM ATUARIAL MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;03384738;03384738;Artigo 8º, Inciso III;ART8III; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;0;2020-05-29;  218292345;    17
14504578000190; SANTANDER FIC FI IMA-B INSTITUCIONAL TÍTULOS PÚBLICOS RF LONGO PRAZO;0;SANTANDER FIC FI IMA-B INSTITUCIONAL TÍTULOS PÚBLICOS RENDA FIXA LONGO PRAZO;90400888;10231177;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  46;0;2020-05-29; 1300485935;   207
14507699000195; CAIXA VALOR RPPS FIC AÇÕES;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES CAIXA VALOR RPPS;00360305;10917835;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 103;0;2020-05-29;  472940034;   106
14508605000100; FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M TITULOS PUBLICOS RENDA FIXA LONGO PRAZO;0;FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M TITULOS PUBLICOS RENDA FIXA LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 546;0;2020-05-29;16970991295;   441
14508643000155; Caixa FI Brasil Disponibilidades;0;FUNDO DE INVESTIMENTO CAIXA BRASIL DISPONIBILIDADES RENDA FIXA;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 288;0;2020-05-29;  588967069;   316
14550994000124; CONSTÂNCIA LEGAN BRASIL FI AÇÕES;0;CONSTÂNCIA BRASIL FUNDO DE INVESTIMENTO EM AÇÕES;00066670;10626543;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  46;0;2020-05-29;  248628398;   732
14584094000106; BTG PACTUAL INFRA II FIC FIP;0;BTG PACTUAL INFRAESTRUTURA II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST. EM PARTICIPAÇÕES;62318407;09631542;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;FIP;BTG PACTUAL INFRAESTRUTURA II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST. EM PARTICIPAÇÕES;2011-11-14;2011-11-14;NA;EM FUNCIONAMENTO NORMAL;2013-03-22;2020-04-01;2021-03-31;  11;0;NA;NA;NA
14631148000139; ÁTICO RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;1;HAZ FUNDO DE INVESTIMENTO IMOBILIÁRIO;42066258;15403817;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;HAZ FUNDO DE INVESTIMENTO IMOBILIÁRIO;2012-05-31;2011-11-09;NA;EM FUNCIONAMENTO NORMAL;2012-05-31;2019-07-01;2020-06-30;  33;1;NA;NA;NA
14655180000154; SCULPTOR FI MULTIMERCADO CRÉDITO PRIVADO;1;FUNDO DE INVESTIMENTO MULTIMERCADO SCULPTOR CRÉDITO PRIVADO;42066258;10995802;Artigo 8º, Inciso III;ART8III; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  13;1;NA;NA;NA
14713775000119; FIP BRASIL ÓLEO E GÁS;0;FIP BRASIL ÓLEO & GÁS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA;00066670;07559989;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;FIP;FIP BRASIL ÓLEO & GÁS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA;2012-01-17;2011-11-30;NA;EM FUNCIONAMENTO NORMAL;2012-07-27;2020-03-01;2021-02-28;   2;0;NA;NA;NA
14721044000115; INFRA SANEAMENTO - FI EM PARTICIPAÇÕES;1;INFRA SETORIAL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;42066258;05599583;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;FIP;INFRA SETORIAL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2011-12-05;2011-12-19;NA;EM FUNCIONAMENTO NORMAL;2013-03-01;2020-04-01;2021-03-31;   7;0;NA;NA;NA
14737553000136; BRASIL PORTOS E ATIVOS LOGÍSTICOS - FIP;0;BRASIL PORTOS E ATIVOS LOGÍSTICOS - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;30822936;02888152;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;FIP;BRASIL PORTOS E ATIVOS LOGÍSTICOS - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2011-12-23;2012-01-16;NA;EM FUNCIONAMENTO NORMAL;2012-03-29;2020-04-01;2021-03-31;   7;0;NA;NA;NA
14964240000110; BB Prev Ima Geral Ex C;0;BB PREVIDENCIÁRIO RENDA FIXA IMA GERAL EX-C TÍTULOS PÚBLICOS FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 165;0;2020-05-29;  572696186;   134
15153656000111; MONTE CARLO INSTITUCIONAL IMA-B 5 FI RENDA FIXA;1;FUNDO DE INVESTIMENTO RENDA FIXA MONTE CARLO INSTITUCIONAL IMA-B 5;42066258;12678380;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  12;1;NA;NA;NA
15154220000147; CAIXA SMALL CAPS ATIVO FI AÇÕES;0;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA SMALL CAPS ATIVO;00360305;00360305;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 146;0;2020-05-29;  950738261; 15975
15154236000150; CAIXA FI AÇÕES BRASIL ETF IBOVESPA;0;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA BRASIL ETF IBOVESPA;00360305;00360305;Artigo 8º, Inciso I, 'a';ART8IA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  39;0;2020-05-29;  107680207;    62
15154441000115; FIC Ações Valôr Dovidendos;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES CAIXA VALOR DIVIDENDOS RPPS;00360305;10917835;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 159;0;2020-05-29;  768284939;   154
15182416000145; TOTAL MIX FIC FIA;0;TOTAL MIX FI EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;11010779;12564465;Artigo 8º, Inciso II, 'a';ART8IIA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;NA;NA;NA
15188380000107; INFINITY TIGER ALOCAÇÃO DINAMICA FI RENDA FIXA;0;INFINITY TIGER ALOCAÇÃO DINÂMICA FUNDO DE INVESTIMENTO RENDA FIXA;00806535;03403181;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  22;0;2020-05-29;   64400351;    30
15190417000131; ÁTICO FLORESTAL FICFIP;1;BRASIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM PARTICIPAÇÕES - ÁTICO FLORESTAL;02201501;07250864;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;FIP;BRASIL FLORESTAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM PARTICIPAÇÕES;2012-05-03;2012-05-29;NA;EM FUNCIONAMENTO NORMAL;2012-07-04;2019-07-01;2020-06-30;  17;0;NA;NA;NA
15259071000180; BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA NILO;0;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA NILO;60746948;62375134;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  13;0;2020-05-29;  784739834;    23
15350909000147; VITORIA REGIA FIRF LP;1;VITÓRIA RÉGIA FUNDO DE INVESTIMENTO DE RENDA FIXA LONGO PRAZO;02201501;22119959;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   4;1;2020-05-29;   30950941;     5
15461076000191; BR HOTÉIS FII;1;FUNDO DE INVESTIMENTO IMOBILIÁRIO BR HOTÉIS;28048783;11010779;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;FUNDO DE INVESTIMENTO IMOBILIÁRIO BR HOTÉIS;2012-12-18;2012-04-19;NA;EM FUNCIONAMENTO NORMAL;2012-12-18;2020-01-01;2020-12-31;  10;1;NA;NA;NA
15477710000184; BB DIVIDENDOS FIC AÇÕES PREVIDENCIÁRIO;0;BB PREVIDENCIÁRIO AÇÕES DIVIDENDOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   9;0;NA;NA;NA
15486093000183; BB PREVIDENCIARIO RENDA FIXA TITULOS PUBLICOS IPCA;0;BB PREVIDENCIÁRIO RENDA FIXA TÍTULOS PÚBLICOS IPCA FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  53;0;2020-05-29;  341154567;    51
15538445000105; SP DOWNTOWN FI IMOBILIARIO;0;SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;27652684;22119959;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-04-16;2012-04-30;NA;EM FUNCIONAMENTO NORMAL;2013-04-16;2020-01-01;2020-12-31;   1;0;NA;NA;NA
15569128000148; Equitas Selection Institucional FIC Fia;0;EQUITAS SELECTION INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;02201501;08204817;Artigo 8º, Inciso II, 'a';ART8IIA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;0;2020-05-29;  464269574;   135
15570431000160; Banrisul FII Novas Fronteiras;0;BANRISUL NOVAS FRONTEIRAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;36113876;36113876;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;BANRISUL NOVAS FRONTEIRAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-09-11;2012-05-09;NA;EM FUNCIONAMENTO NORMAL;2012-09-11;2020-01-01;2020-12-31;  34;0;NA;NA;NA
15576907000170; CEF FUNDO IMOBILIÁRIO AGÊNCIAS CAIXA FII;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO - FII;72600026;03864607;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO - FII;2012-11-01;2012-05-17;NA;EM FUNCIONAMENTO NORMAL;2012-11-01;2020-01-01;2020-12-31;  19;0;NA;NA;NA
15578417000103; OCCAM INSTITUCIONAL MULTIMERCADO II;0;OCCAM INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO II;02201501;27916161;Artigo 8º, Inciso III;ART8III; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   5;0;2020-05-29; 1188998287; 27242
15603945000175; VINCI SELECTION EQUITIES FUNDO DE INVESTIMENTO EM AÇÕES;0;VINCI SELECTION EQUITIES FUNDO DE INVESTIMENTO EM AÇÕES;00066670;13421810;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   8;0;2020-05-29;  386565783;   137
15711367000190; W7 MULTIESTRATÉGIA FIP;1;W7 FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES;00806535;07152171;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;FIP;W7 FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES;2012-07-03;2012-07-18;NA;EM FUNCIONAMENTO NORMAL;2012-08-21;2020-03-01;2021-02-28;  28;0;NA;NA;NA
15769621000101; GENUS INSTITUCIONAL VALUE FI AÇÕES;1;ROMA INSTITUCIONAL VALUE FUNDO DE INVESTIMENTO EM AÇÕES;11010779;11010779;Artigo 8º, Inciso II, 'a';ART8IIA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  10;1;NA;NA;NA
15769670000144; RIO BRAVO CRÉDITO IMOBILIÁRIO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;0;RIO BRAVO CRÉDITO IMOBILIÁRIO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;72600026;03864607;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;RIO BRAVO CRÉDITO IMOBILIÁRIO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-12-20;2012-06-19;NA;EM FUNCIONAMENTO NORMAL;2012-12-20;2020-01-01;2020-12-31;   1;0;NA;NA;NA
15775748000133; BB PREVIDENCIÁRIO RENDA FIXA IDKA 20 TITULOS PÚBLICOS FUNDO DE INVESTIMENTO;0;BB PREVIDENCIÁRIO RENDA FIXA IDKA 20 TÍTULOS PÚBLICOS FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  22;0;NA;NA;NA
15798354000109; LSH MULTIESTRATÉGIA FIP;1;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES LSH - MULTIESTRATÉGIA;42066258;42066258;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;FIP;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES LSH - MULTIESTRATÉGIA;2012-07-18;2012-08-02;NA;EM FUNCIONAMENTO NORMAL;2013-03-28;2020-03-01;2021-02-28;   8;1;NA;NA;NA
16437148000128; FIC FIP KINEA PRIVATE EQUITY II;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM PARTICIPAÇÕES KINEA PRIVATE EQUITY II;15675095;04661817;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;FIP;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM PARTICIPAÇÕES KINEA PRIVATE EQUITY II;2012-07-23;2012-07-31;NA;EM FUNCIONAMENTO NORMAL;2012-08-29;2020-03-01;2021-02-28;   6;0;NA;NA;NA
16478738000107; ÁTICO II IMA-B FI RENDA FIXA;1;ELLEVEN FUNDO DE INVESTIMENTO RENDA FIXA II IMA-B 5;42066258;22119959;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;NA;NA;NA
16501705000122; FLIT LONG STOCKS FI AÇÕES;0;FLIT FUNDO DE INVESTIMENTO EM AÇÕES LONG STOCKS;27652684;09630188;Artigo 8º, Inciso II, 'a';ART8IIA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;NA;NA;NA
16543270000189; FII SÃO DOMINGOS;1;SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;42066258;00329598;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-04-09;2012-07-11;NA;EM FUNCIONAMENTO NORMAL;2014-04-09;2020-01-01;2020-12-31;  12;0;NA;NA;NA
16565056000123; SPX APACHE FIQ FIA;0;SPX APACHE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;62418140;14595392;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;  249548526;    72
16575255000112; XP DIVIDENDOS FUNDO DE INVESTIMENTO DE AÇÕES;0;XP DIVIDENDOS FUNDO DE INVESTIMENTO DE AÇÕES;62418140;07625200;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  13;0;2020-05-29;  262008558;  3421
16599968000116; AZ QUEST YIELD FIC RENDA FIXA LP;0;AZ QUEST YIELD FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;00066670;04506394;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  13;0;2020-05-29;  260010932;  4568
16617446000108; Safra Small Cap PB Fic Ações;0;SAFRA SMALL CAP PB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;06947853;03017677;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;0;2020-05-29;  103052693;   375
16617536000190; FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA PUMA;1;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA PUMA;92904564;15403817;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;FIP;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA PUMA;2012-10-05;2012-10-17;NA;EM FUNCIONAMENTO NORMAL;2013-01-18;2020-01-01;2020-12-31;   7;0;NA;NA;NA
16676620000185; CAIXA CYRELA FIP;0;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA CAIXA CYRELA;00360305;00360305;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;FIP;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA CAIXA CYRELA;2012-10-09;2012-10-19;NA;EM FUNCIONAMENTO NORMAL;2013-10-02;2020-04-01;2021-03-31;  13;0;NA;NA;NA
16685929000131; LA SHOPPING CENTERS FIP;1;FUNDO DE INVEST.PARTICIPAÇÕES MULTIESTRATÉGIA LA SHOPPING CENTERS;62232889;20445967;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;FIP;FUNDO DE INVEST.PARTICIPAÇÕES MULTIESTRATÉGIA LA SHOPPING CENTERS;2012-08-14;2012-08-28;NA;EM FUNCIONAMENTO NORMAL;2012-09-27;2020-01-01;2020-12-31;  13;0;NA;NA;NA
16703203000184; Western Asset Prev Alpha IBX FIC Ações;0;WESTERN ASSET PREV IBRX ALPHA AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;01522368;07437241;Artigo 8º, Inciso I, 'a';ART8IA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;  132117094;     8
16718302000130; ITAÚ MOMENTO 30 FIC AÇÕES;0;ITAÚ AÇÕES MOMENTO 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;60701190;60701190;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  35;0;2020-05-29; 1359288646; 31229
16720629000146; BRB QAM FIP PARANÁ I;1;FUNDO DE INVESTIMENTO EM PARTICIPAÇÃO IMOBILIÁRIO MULTIESTRATÉGIA PARANÁ REC;92904564;15403817;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;FIP;FUNDO DE INVESTIMENTO EM PARTICIPAÇÃO IMOBILIÁRIO MULTIESTRATÉGIA PARANÁ REC;2012-10-19;2012-10-19;NA;EM FUNCIONAMENTO NORMAL;2012-12-21;2020-01-01;2020-12-31;  11;0;NA;NA;NA
16802320000103; XP CORPORATE MACAE FUNDO DE INVESTIMENTO IMOBILIARIO FII;0;XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;72600026;07625200;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-03-06;2012-08-17;NA;EM FUNCIONAMENTO NORMAL;2013-03-06;2020-01-01;2020-12-31;   3;0;NA;NA;NA
16841067000199; FII Reit Riviera;1;SOCOPA FUNDO DE INVESTIMENTO IMOBILIÁRIO;62285390;62285390;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;SOCOPA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-03-10;2012-08-28;NA;EM FUNCIONAMENTO NORMAL;2014-03-10;2020-01-01;2020-12-31;   3;0;NA;NA;NA
16844885000145; Banrisul Foco IRF-M;0;BANRISUL FOCO IRF-M FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;92702067;93026847;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 120;0;2020-05-29;  428451129;  1610
16844890000158; BANRISUL FOCO IMA-B FI RENDA FIXA LP;0;BANRISUL FOCO IMA-B FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO LONGO PRAZO;92702067;93026847;Artigo 7º, Inciso III, 'a';ART7IIIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  31;0;2020-05-29;  144551720;  1084
16915868000151; JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FII;0;JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FUNDO DE INVESTIMENTO IMOBILIARIO - FII;00360305;03864607;Artigo 8º, Inciso IV, 'b';ART8IVB; 1;F.I.I.;JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2013-07-22;2012-09-18;NA;EM FUNCIONAMENTO NORMAL;2013-07-22;2020-01-01;2020-12-31;   5;0;NA;NA;NA
16915968000188; MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII;1;MERITO DESENVOLVIMENTO IMOBILIARIO I FII - FUNDO DE INVESTIMENTO IMOBILIARIO;00806535;15632652;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;MERITO DESENVOLVIMENTO IMOBILIARIO I FII - FUNDO DE INVESTIMENTO IMOBILIARIO;2013-03-06;2012-09-06;NA;EM FUNCIONAMENTO NORMAL;2013-03-06;2020-01-01;2020-12-31;   8;0;NA;NA;NA
17013985000192; GBX PRIME I FIDC;1;GGR PRIME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;02671743;11333851;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;GGR PRIME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2012-12-19;2012-12-28;NA;LIQUIDAÇÃO;2019-02-25;2020-01-01;2020-12-31;  38;0;NA;NA;NA
17021319000104; MÉRITO MULTIMERCADO I FIC FI;1;TG SAFIRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;13486793;13194316;Artigo 8º, Inciso III;ART8III; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  11;0;2020-05-29;   42947297;   446
17073556000100; KINEA PIPE FI AÇÕES;0;KINEA PIPE FUNDO DE INVESTIMENTO EM AÇÕES;62418140;08604187;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   8;0;NA;NA;NA
17098794000170; CAIXA RIO BRAVO FUNDO DE FUNDOS FII - CXRI11;0;CAIXA RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO - FII;00360305;00360305;Artigo 8º, Inciso IV, 'b';ART8IVB; 1;F.I.I.;CAIXA RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO - FII;2013-11-22;2012-10-24;NA;EM FUNCIONAMENTO NORMAL;2013-11-22;2020-01-01;2020-12-31;  92;0;NA;NA;NA
17116227000108; BB Pipe Fic Ações;0;BB AÇÕES PIPE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  41;0;NA;NA;NA
17136970000111; VINCI FI RF IMOBILIÁRIO - CRÉDITO PRIVADO;0;VINCI FUNDO DE INVESTIMENTO RENDA FIXA IMOBILIÁRIO - CRÉDITO PRIVADO;00066670;11077576;Artigo 7º, Inciso VII, 'b';ART7VIIB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;  364744048;    19
17138474000105; SANTANDER MASTER FI RENDA FIXA CREDITO PRIVADO LP;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29; 2206809292;   135
